FECHA,HORA,NUM,DESCRIPCION,SP,ING_1,PESO_1,ING_2,PESO_2,ING_3,PESO_3,ING_4,PESO_4,ING_5,PESO_5,ING_6,PESO_6,ING_7,PESO_7,ING_8,PESO_8,ING_9,PESO_9,ING_10,PESO_10,TOTAL
04/06/20,12:33, 1,Gordo     ,6000,CascaraMani     , 600,Agua            , 250,Maiz            ,4550,Concentrado     , 600,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6000
04/06/20,16:32, 1,Gordo     ,   0,Lote 1          , 300,Lote 2          , 140,Lote 3          , 220,Lote 4          , 340,Lote 5          , 310,Lote 6          , 370,Lote 8          , 130,Lote 9          , 110,Lote 11         , 140,Lote 12         , 350,2410
05/06/20,08:27, 1,Gordo     ,6000,CascaraMani     , 620,Agua            , 250,Maiz            ,4590,Concentrado     , 600,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6060
05/06/20,09:15, 1,Gordo     ,   0,Lote 5          , 660,Lote 6          , 440,Lote 7          , 140,Lote 8          , 210,Lote 9          , 360,Lote 10         , 250,Lote 11         , 500,Lote 12         , 440,Lote 13         , 310,Lote 15         , 220,3530
05/06/20,09:52, 1,Gordo     ,   0,Lote 23         , 610,Lote 24         , 230,Lote 25         , 250,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1090
05/06/20,16:15, 1,Gordo     ,6000,CascaraMani     , 610,Agua            , 250,Maiz            ,4570,Concentrado     , 600,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6030
05/06/20,16:57, 1,Gordo     ,   0,Lote 18         , 440,Lote 19         , 280,Lote 20         , 330,Lote 21         , 270,Lote 22         , 280,Lote 23         , 430,Lote 24         , 320,Lote 25         , 170,Lote 8          , 290,Lote 9          , 240,3050
06/06/20,08:24, 1,Gordo     ,   0,Lote 1          , 250,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0, 250
06/06/20,08:36, 1,Gordo     ,6000,CascaraMani     , 600,Agua            , 250,Maiz            ,4560,Concentrado     , 600,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6010
06/06/20,09:28, 1,Gordo     ,   0,Lote 1          , 290,Lote 3          , 270,Lote 4          , 600,Lote 5          , 680,Lote 6          , 450,Lote 7          , 130,Lote 8          , 330,Lote 9          , 200,Lote 10         , 290,Lote 11         , 300,3540
06/06/20,10:02, 1,Gordo     ,   0,Lote 20         , 290,Lote 22         , 480,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0, 770
06/06/20,10:15, 1,Gordo     ,6000,CascaraMani     , 600,Agua            , 250,Maiz            ,4560,Concentrado     , 600,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6010
06/06/20,14:59, 1,Gordo     ,   0,Lote 1          , 290,Lote 3          , 120,Lote 4          , 180,Lote 5          , 340,Lote 6          , 270,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1200
06/06/20,15:20, 1,Gordo     ,   0,Lote 8          , 110,Lote 9          , 110,Lote 10         , 110,Lote 11         , 220,Lote 12         , 220,Lote 13         ,  90,Lote 15         , 200,Lote 18         , 410,Lote 19         , 290,Lote 20         , 210,1970
06/06/20,16:03, 1,Gordo     ,6000,CascaraMani     , 600,Agua            , 250,Maiz            ,4550,Concentrado     , 600,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6000
07/06/20,09:02, 1,Gordo     ,   0,Lote 1          , 400,Lote 3          , 100,Lote 4          , 570,Lote 5          , 550,Lote 6          , 440,Lote 7          , 170,Lote 8          , 100,Lote 9          , 260,Lote 10         , 260,Lote 11         , 300,3150
07/06/20,09:46, 1,Gordo     ,   0,Lote 20         , 330,Lote 21         , 300,Lote 22         , 450,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1080
07/06/20,10:00, 1,Gordo     ,6000,CascaraMani     , 600,Agua            , 250,Maiz            ,4550,Concentrado     , 600,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6000
07/06/20,15:14, 1,Gordo     ,   0,Lote 1          , 200,Lote 3          , 140,Lote 4          , 250,Lote 5          , 510,Lote 6          , 230,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1330
07/06/20,15:40, 1,Gordo     ,   0,Lote 8          , 150,Lote 10         , 190,Lote 11         , 230,Lote 12         , 220,Lote 13         , 190,Lote 15         , 110,Lote 18         , 420,Lote 19         , 300,Lote 20         , 260,Lote 21         , 210,2280
07/06/20,16:22, 1,Gordo     ,6000,CascaraMani     , 600,Agua            , 250,Maiz            ,4550,Concentrado     , 600,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6000
08/06/20,08:28, 1,Gordo     ,   0,Lote 1          , 350,Lote 3          , 230,Lote 4          , 530,Lote 5          , 700,Lote 6          , 370,Lote 7          , 200,Lote 8          , 320,Lote 9          , 170,Lote 10         , 240,Lote 11         , 340,3450
08/06/20,09:16, 1,Gordo     ,   0,Lote 21         , 280,Lote 22         , 200,Lote 23         , 420,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0, 900
08/06/20,09:26, 1,Gordo     ,6000,CascaraMani     , 600,Agua            , 250,Maiz            ,4570,Concentrado     , 640,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6060
08/06/20,14:50, 1,Gordo     ,   0,Lote 1          , 320,Lote 3          ,  80,Lote 4          , 100,Lote 5          , 420,Lote 6          , 340,Lote 7          , 130,Lote 10         , 130,Lote 11         , 130,Lote 12         , 160,Lote 13         , 160,1970
08/06/20,15:35, 1,Gordo     ,   0,Lote 24         , 190,Lote 25         , 230,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0, 420
08/06/20,16:39, 1,Gordo     ,6000,CascaraMani     , 610,Agua            , 250,Maiz            ,4590,Concentrado     , 620,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6070
09/06/20,08:29, 1,Gordo     ,   0,Lote 1          , 240,Lote 3          , 200,Lote 4          , 280,Lote 5          , 420,Lote 6          , 410,Lote 7          , 200,Lote 8          , 280,Lote 10         , 240,Lote 11         , 270,Lote 12         , 310,2850
09/06/20,15:11, 1,Gordo     ,   0,Lote 1          , 370,Lote 3          , 230,Lote 4          , 200,Lote 5          , 380,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1180
09/06/20,15:27, 1,Gordo     ,6000,CascaraMani     , 630,Agua            , 250,Maiz            ,4560,Concentrado     , 670,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6110
10/06/20,08:19, 1,Gordo     ,   0,Lote 1          , 830,Lote 3          , 160,Lote 4          , 330,Lote 5          , 450,Lote 6          , 420,Lote 7          , 240,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,2430
10/06/20,08:47, 1,Gordo     ,6000,CascaraMani     , 600,Agua            , 250,Maiz            ,4550,Concentrado     , 700,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6100
10/06/20,09:33, 1,Gordo     ,   0,Lote 8          , 380,Lote 9          , 500,Lote 10         , 220,Lote 11         , 200,Lote 12         , 340,Lote 13         , 220,Lote 18         , 450,Lote 19         , 380,Lote 20         , 410,Lote 21         , 460,3560
10/06/20,10:12, 1,Gordo     ,   0,Lote 22         , 450,Lote 23         , 470,Lote 24         , 530,Lote 25         , 540,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1990
10/06/20,15:28, 1,Gordo     ,   0,Lote 1          , 320,Lote 3          , 190,Lote 4          , 140,Lote 4          ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0, 650
10/06/20,15:40, 1,Gordo     ,4000,CascaraMani     , 400,Agua            , 170,Maiz            ,3050,Concentrado     , 410,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,4030
10/06/20,16:12, 1,Gordo     ,   0,Lote 5          , 540,Lote 6          , 370,Lote 7          ,  80,Lote 8          , 300,Lote 9          , 170,Lote 10         , 120,Lote 11         , 520,Lote 12         , 270,Lote 14         , 250,Lote            ,   0,2620
10/06/20,16:39, 1,Gordo     ,   0,Lote 18         , 520,Lote 19         , 320,Lote 20         , 110,Lote 21         , 270,Lote 22         , 140,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1360
10/06/20,16:53, 1,Gordo     ,6000,CascaraMani     , 610,Agua            , 250,Maiz            ,4600,Concentrado     , 610,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6070
10/06/20,17:34, 1,Gordo     ,   0,Lote 23         , 560,Lote 24         , 330,Lote 25         , 140,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1030
11/06/20,08:15, 1,Gordo     ,   0,Lote 1          , 500,Lote 2          , 220,Lote 3          , 190,Lote 4          , 410,Lote 5          , 660,Lote 6          , 540,Lote 7          , 170,Lote 8          , 180,Lote 9          , 100,Lote 11         , 500,3470
11/06/20,08:39, 1,Gordo     ,   0,Lote 12         , 410,Lote 13         , 330,Lote 14         , 220,Lote 18         , 430,Lote 21         , 100,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1490
11/06/20,09:08, 2,Ingreso   ,1000,Silo            , 480,Maiz            , 420,Concentrado     , 120,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,1020
11/06/20,09:37, 2,Ingreso   ,   0,Lote 19         , 510,Lote 20         , 430,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0, 940
11/06/20,09:48, 1,Gordo     ,6000,CascaraMani     , 600,Agua            , 250,Maiz            ,4550,Concentrado     , 620,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6020
11/06/20,10:33, 1,Gordo     ,   0,Lote 22         , 450,Lote 23         , 590,Lote 24         , 420,Lote 25         , 170,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1630
11/06/20,15:05, 1,Gordo     ,   0,Lote 1          , 460,Lote 3          , 170,Lote 4          , 180,Lote 5          , 230,Lote 6          , 170,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1210
11/06/20,15:19, 1,Gordo     ,   0,Lote 7          , 100,Lote 8          , 360,Lote 11         , 200,Lote 13         ,  90,Lote 18         , 330,Lote 21         , 320,Lote 22         , 410,Lote 24         , 300,Lote 25         ,  90,Lote            ,   0,2200
12/06/20,08:44, 1,Gordo     ,   0,Lote 1          , 680,Lote 3          , 170,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0, 850
12/06/20,08:59, 1,Gordo     ,6000,CascaraMani     , 600,Agua            , 250,Maiz            ,4550,Concentrado     , 610,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6010
12/06/20,10:12, 1,Gordo     ,   0,Lote 4          , 410,Lote 5          , 630,Lote 6          , 500,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1540
12/06/20,10:23, 1,Gordo     ,   0,Lote 7          , 180,Lote 8          , 280,Lote 9          , 350,Lote 10         , 200,Lote 11         , 170,Lote 12         , 290,Lote 13         , 290,Lote 14         , 250,Lote 15         , 210,Lote            ,   0,2220
12/06/20,10:41, 1,Gordo     ,   0,Lote 18         , 470,Lote 21         , 250,Lote 22         , 440,Lote 24         , 430,Lote 25         , 230,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1820
12/06/20,10:58, 1,Gordo     ,6000,CascaraMani     , 600,Agua            , 250,Maiz            ,4550,Concentrado     , 600,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6000
12/06/20,15:43, 1,Gordo     ,   0,Lote 1          , 270,Lote 3          , 240,Lote 4          , 290,Lote 5          , 300,Lote 6          , 300,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1400
12/06/20,15:59, 1,Gordo     ,   0,Lote 7          , 240,Lote 8          , 280,Lote 9          , 230,Lote 10         , 220,Lote 11         , 210,Lote 12         , 210,Lote 13         , 160,Lote 14         , 240,Lote 15         , 170,Lote            ,   0,1960
12/06/20,16:20, 1,Gordo     ,   0,Lote 18         , 410,Lote 21         , 180,Lote 22         , 260,Lote 24         , 280,Lote 25         , 160,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1290
13/06/20,08:18, 1,Gordo     ,   0,Lote 1          , 800,Lote 3          , 340,Lote 4          , 280,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1420
13/06/20,08:33, 1,Gordo     ,6000,CascaraMani     , 600,Agua            , 250,Maiz            ,4620,Concentrado     , 610,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6080
13/06/20,09:19, 1,Gordo     ,   0,Lote 5          , 580,Lote 6          , 390,Lote 7          , 280,Lote 8          , 400,Lote 9          , 660,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,2310
13/06/20,09:30, 1,Gordo     ,   0,Lote 10         , 330,Lote 11         , 330,Lote 12         , 530,Lote 13         , 430,Lote 14         , 420,Lote 15         , 250,Lote 18         , 560,Lote 21         , 540,Lote 22         , 670,Lote 24         , 290,4350
13/06/20,09:57, 2,Ingreso   ,2000,Silo            , 960,Maiz            , 890,Concentrado     , 240,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,2090
13/06/20,10:26, 2,Ingreso   ,   0,Lote 19         , 690,Lote 20         , 610,Lote 23         , 610,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1910
13/06/20,10:37, 1,Gordo     ,6000,CascaraMani     , 610,Agua            , 250,Maiz            ,4590,Concentrado     , 630,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6080
13/06/20,11:19, 1,Gordo     ,   0,Lote 25         , 390,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0, 390
13/06/20,15:07, 1,Gordo     ,   0,Lote 1          , 260,Lote 3          , 150,Lote 4          , 180,Lote 5          , 390,Lote 6          , 320,Lote 7          , 130,Lote 8          , 440,Lote 9          , 160,Lote 10         , 260,Lote            ,   0,2290
13/06/20,15:28, 1,Gordo     ,   0,Lote 11         , 260,Lote 12         , 220,Lote 13         , 160,Lote 14         , 210,Lote 15         , 310,Lote 18         , 610,Lote 21         , 360,Lote 22         , 350,Lote 24         , 690,Lote 25         , 250,3420
13/06/20,16:00, 1,Gordo     ,6000,CascaraMani     , 600,Agua            , 250,Maiz            ,4560,Concentrado     , 640,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6050
14/06/20,08:34, 1,Gordo     ,   0,Lote 1          , 470,Lote 3          , 170,Lote 4          , 360,Lote 5          , 670,Lote 6          , 350,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,2020
14/06/20,08:50, 1,Gordo     ,   0,Lote 7          , 250,Lote 8          , 470,Lote 9          , 550,Lote 10         , 260,Lote 11         , 310,Lote 12         , 250,Lote 14         , 390,Lote 15         , 250,Lote            ,   0,Lote            ,   0,2730
14/06/20,09:07, 1,Gordo     ,   0,Lote 18         , 650,Lote 21         , 210,Lote 22         , 340,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1200
14/06/20,09:23, 1,Gordo     ,6000,CascaraMani     , 600,Agua            , 250,Maiz            ,4560,Concentrado     , 620,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6030
14/06/20,10:19, 1,Gordo     ,   0,Lote 19         , 320,Lote 20         , 250,Lote 24         , 300,Lote 25         , 350,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1220
14/06/20,16:04, 1,Gordo     ,   0,Lote 1          , 520,Lote 3          , 170,Lote 4          , 310,Lote 4          , 500,Lote 6          , 410,Lote 7          ,  90,Lote 8          , 330,Lote 9          , 220,Lote 10         , 200,Lote            ,   0,2750
14/06/20,16:22, 1,Gordo     ,   0,Lote 11         , 330,Lote 12         , 190,Lote 13         , 300,Lote 15         , 210,Lote 18         , 390,Lote 21         , 200,Lote 22         , 210,Lote            ,   0,Lote            ,   0,Lote            ,   0,1830
14/06/20,16:44, 1,Gordo     ,6000,CascaraMani     , 610,Agua            , 250,Maiz            ,4560,Concentrado     , 610,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6030
14/06/20,17:42, 1,Gordo     ,   0,Lote 24         , 330,Lote 25         , 170,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0, 500
15/06/20,08:23, 1,Gordo     ,   0,Lote 1          , 430,Lote 3          , 180,Lote 4          , 190,Lote 5          , 290,Lote 6          , 290,Lote 7          , 160,Lote 8          , 250,Lote 9          , 180,Lote 12         , 120,Lote            ,   0,2090
15/06/20,08:45, 1,Gordo     ,   0,Lote 13         , 160,Lote 14         , 230,Lote 15         , 180,Lote 18         , 230,Lote 19         , 190,Lote 20         , 320,Lote 21         , 300,Lote 22         , 180,Lote 24         , 190,Lote 25         , 320,2300
15/06/20,14:35, 1,Gordo     ,   0,Lote 1          , 330,Lote 3          , 180,Lote 4          , 170,Lote 5          , 420,Lote 6          , 160,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1260
15/06/20,14:54, 1,Gordo     ,6000,CascaraMani     , 600,Agua            , 250,Maiz            ,4550,Concentrado     , 610,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6010
15/06/20,15:49, 1,Gordo     ,   0,Lote 8          , 410,Lote 9          , 160,Lote 10         , 180,Lote 11         , 200,Lote 12         , 220,Lote 13         , 120,Lote 14         , 220,Lote 15         ,  90,Lote 18         , 420,Lote 19         , 200,2220
16/06/20,08:25, 1,Gordo     ,   0,Lote 1          , 590,Lote 3          , 190,Lote 4          , 460,Lote 5          , 540,Lote 6          , 530,Lote 7          , 220,Lote 8          , 290,Lote            ,   0,Lote            ,   0,Lote            ,   0,2820
16/06/20,09:00, 1,Gordo     ,6000,CascaraMani     , 620,Agua            , 250,Maiz            ,4560,Concentrado     , 630,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6060
16/06/20,09:47, 1,Gordo     ,   0,Lote 9          , 380,Lote 10         , 250,Lote 11         , 190,Lote 12         , 390,Lote 13         , 270,Lote 14         , 200,Lote 15         , 130,Lote            ,   0,Lote            ,   0,Lote            ,   0,1810
16/06/20,10:06, 1,Gordo     ,   0,Lote 18         , 160,Lote 19         , 300,Lote 20         , 280,Lote 21         , 260,Lote 22         , 420,Lote 24         , 390,Lote 25         ,  80,Lote            ,   0,Lote            ,   0,Lote            ,   0,1890
16/06/20,15:54, 1,Gordo     ,   0,Lote 1          , 460,Lote 3          , 240,Lote 4          , 250,Lote 5          , 480,Lote 6          , 360,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1790
16/06/20,16:08, 1,Gordo     ,   0,Lote 7          , 280,Lote 8          , 260,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0, 540
16/06/20,16:18, 1,Gordo     ,6000,CascaraMani     , 600,Agua            , 250,Maiz            ,4560,Concentrado     , 620,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6030
16/06/20,17:03, 1,Gordo     ,   0,Lote 9          , 420,Lote 11         , 230,Lote 12         , 270,Lote 13         , 140,Lote 14         , 300,Lote 15         , 190,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1550
16/06/20,17:17, 1,Gordo     ,   0,Lote 18         , 400,Lote 19         , 250,Lote 20         , 280,Lote 21         , 350,Lote 22         , 410,Lote 24         , 450,Lote 25         , 330,Lote            ,   0,Lote            ,   0,Lote            ,   0,2470
17/06/20,08:30, 1,Gordo     ,   0,Lote 1          , 450,Lote 3          , 110,Lote 4          , 220,Lote 5          , 490,Lote 6          , 420,Lote 7          ,  70,Lote 8          ,  90,Lote            ,   0,Lote            ,   0,Lote            ,   0,1850
17/06/20,09:00, 1,Gordo     ,6000,CascaraMani     , 610,Agua            , 250,Maiz            ,  10,Concentrado     ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0, 870
17/06/20,09:18, 1,Gordo     ,6000,CascaraMani     ,   0,Agua            ,   0,Maiz            ,4580,Concentrado     , 630,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,5210
17/06/20,09:48, 1,Gordo     ,   0,Lote 8          , 370,Lote 9          , 450,Lote 10         , 310,Lote 11         , 190,Lote 13         , 330,Lote 14         , 260,Lote 15         , 230,Lote            ,   0,Lote            ,   0,Lote            ,   0,2140
17/06/20,10:03, 1,Gordo     ,   0,Lote 18         , 510,Lote 19         , 310,Lote 20         , 360,Lote 21         , 500,Lote 22         , 440,Lote 23         , 170,Lote 24         , 450,Lote 25         , 430,Lote            ,   0,Lote            ,   0,3170
17/06/20,15:21, 1,Gordo     ,   0,Lote 1          , 290,Lote 3          , 170,Lote 4          , 200,Lote 5          ,  70,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0, 730
17/06/20,15:31, 1,Gordo     ,6000,CascaraMani     , 600,Agua            , 250,Maiz            ,4560,Concentrado     , 600,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6010
17/06/20,16:26, 1,Gordo     ,   0,Lote 5          , 250,Lote 6          , 130,Lote 7          ,  80,Lote 8          , 270,Lote 9          , 170,Lote 10         , 290,Lote 11         , 180,Lote 12         , 150,Lote 13         , 150,Lote 14         , 120,1790
17/06/20,16:54, 1,Gordo     ,   0,Lote 18         , 310,Lote 19         , 210,Lote 20         , 240,Lote 21         , 240,Lote 22         , 290,Lote 24         , 210,Lote 25         ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1500
18/06/20,08:14, 1,Gordo     ,   0,Lote 1          , 510,Lote 3          , 340,Lote 4          , 520,Lote 5          , 530,Lote 6          , 400,Lote 7          , 130,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,2430
18/06/20,08:39, 1,Gordo     ,6000,CascaraMani     , 600,Agua            , 250,Maiz            ,4580,Concentrado     , 600,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6030
18/06/20,09:16, 1,Gordo     ,   0,Lote 8          , 430,Lote 9          , 380,Lote 10         , 390,Lote 12         , 300,Lote 13         , 230,Lote 14         , 220,Lote 15         , 260,Lote 18         , 610,Lote 19         , 340,Lote 20         , 370,3530
18/06/20,09:42, 1,Gordo     ,   0,Lote 21         , 590,Lote 22         , 510,Lote 23         , 280,Lote 24         , 520,Lote 25         , 240,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,2140
18/06/20,09:57, 1,Gordo     ,6000,CascaraMani     , 600,Agua            , 250,Maiz            ,4600,Concentrado     , 600,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6050
18/06/20,15:18, 1,Gordo     ,   0,Lote 1          , 270,Lote 3          , 170,Lote 4          , 120,Lote 5          , 320,Lote 6          , 160,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1040
18/06/20,15:35, 1,Gordo     ,   0,Lote 7          , 110,Lote 8          , 260,Lote 9          , 110,Lote 12         , 140,Lote 13         , 150,Lote 14         , 150,Lote 15         , 180,Lote            ,   0,Lote            ,   0,Lote            ,   0,1100
18/06/20,15:57, 1,Gordo     ,   0,Lote 18         , 370,Lote 19         , 230,Lote 20         , 270,Lote 21         , 270,Lote 22         , 270,Lote 24         , 190,Lote 25         , 210,Lote            ,   0,Lote            ,   0,Lote            ,   0,1810
19/06/20,08:20, 1,Gordo     ,   0,Lote 1          , 550,Lote 3          ,  70,Lote 4          , 420,Lote 5          , 600,Lote 6          , 460,Lote 7          , 220,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,2320
19/06/20,08:51, 2,Ingreso   , 500,Silo            , 240,Maiz            , 200,Concentrado     ,  70,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0, 510
19/06/20,09:22, 2,Ingreso   ,   0,Lote 11         , 440,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0, 440
19/06/20,09:30, 1,Gordo     ,6000,CascaraMani     , 610,Agua            , 250,Maiz            ,4590,Concentrado     , 630,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6080
19/06/20,10:17, 1,Gordo     ,   0,Lote 8          , 540,Lote 9          , 350,Lote 12         , 350,Lote 13         , 320,Lote 14         , 290,Lote 15         , 240,Lote 18         , 500,Lote 19         , 320,Lote 20         , 460,Lote            ,   0,3370
19/06/20,10:55, 1,Gordo     ,   0,Lote 21         , 660,Lote 22         , 560,Lote 23         , 130,Lote 24         , 320,Lote 25         , 440,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,2110
19/06/20,14:38, 1,Gordo     ,   0,Lote 1          , 580,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0, 580
19/06/20,14:51, 1,Gordo     ,6000,CascaraMani     , 610,Agua            , 250,Maiz            ,4550,Concentrado     , 620,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6030
19/06/20,15:49, 1,Gordo     ,   0,Lote 3          , 180,Lote 4          , 200,Lote 5          , 400,Lote 6          , 450,Lote 7          ,  80,Lote 8          , 320,Lote 9          , 390,Lote 12         , 150,Lote 14         , 150,Lote            ,   0,2320
19/06/20,16:08, 1,Gordo     ,   0,Lote 15         , 130,Lote 18         , 450,Lote 19         , 370,Lote 20         , 380,Lote 21         , 590,Lote 22         , 130,Lote 23         , 120,Lote 24         , 430,Lote            ,   0,Lote            ,   0,2600
20/06/20,08:31, 1,Gordo     ,   0,Lote 1          , 520,Lote 3          , 340,Lote 4          , 220,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1080
