FECHA,HORA,NUM,DESCRIPCION,SP,ING_1,PESO_1,ING_2,PESO_2,ING_3,PESO_3,ING_4,PESO_4,ING_5,PESO_5,ING_6,PESO_6,ING_7,PESO_7,ING_8,PESO_8,ING_9,PESO_9,ING_10,PESO_10,TOTAL
20/06/20,08:45, 1,Gordo     ,6000,CascaraMani     , 600,Agua            , 250,Maiz            ,4560,Concentrado     , 600,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6010
20/06/20,09:38, 1,Gordo     ,   0,Lote 5          , 690,Lote 6          , 410,Lote 7          , 140,Lote 8          , 550,Lote 9          , 210,Lote 13         , 320,Lote 14         , 270,Lote 15         , 200,Lote            ,   0,Lote            ,   0,2790
20/06/20,10:17, 1,Gordo     ,   0,Lote 18         , 720,Lote 19         , 420,Lote 20         , 530,Lote 21         , 760,Lote 22         , 680,Lote 23         , 130,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,3240
20/06/20,10:29, 1,Gordo     ,6000,CascaraMani     , 610,Agua            , 250,Maiz            ,4550,Concentrado     , 610,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6020
20/06/20,15:04, 1,Gordo     ,   0,Lote 1          , 400,Lote 3          ,  70,Lote 4          , 300,Lote 5          , 130,Lote 6          , 420,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1320
20/06/20,15:23, 1,Gordo     ,   0,Lote 7          , 110,Lote 8          , 100,Lote 9          , 200,Lote 10         , 250,Lote 13         , 150,Lote 14         , 190,Lote 15         , 230,Lote            ,   0,Lote            ,   0,Lote            ,   0,1230
20/06/20,15:45, 1,Gordo     ,   0,Lote 18         , 290,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0, 290
20/06/20,15:48, 1,Gordo     ,   0,Lote 19         , 300,Lote 20         , 250,Lote 21         , 290,Lote 22         , 250,Lote 23         , 190,Lote 24         , 320,Lote 25         ,   0,Lote 25         , 260,Lote            ,   0,Lote            ,   0,1860
20/06/20,16:09, 1,Gordo     ,6000,CascaraMani     , 600,Agua            , 250,Maiz            ,4560,Concentrado     , 610,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,                ,   0,6020
21/06/20,08:50, 1,Gordo     ,   0,Lote 1          , 430,Lote 3          , 210,Lote 4          , 270,Lote 5          , 500,Lote 6          , 290,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,Lote            ,   0,1700
21/06/20,09:14, 1,Gordo     ,   0,Lote 7          , 180,Lote 8          , 410,Lote 9          , 230,Lote 10         , 360,Lote 13         , 310,Lote 14         , 290,Lote 15         , 270,Lote            ,   0,Lote            ,   0,Lote            ,   0,2050
21/06/20,09:39, 1,Gordo     ,   0,Lote 18         , 490,Lote 19         , 440,Lote 20         , 420,Lote 21         , 460,Lote 22         , 290,Lote 23         , 200,Lote 24         , 180,Lote            ,   0,Lote            ,   0,Lote            ,   0,2480
